run,algorithm,threshold,time,max_memory
1,alternative_miner,0.9,0.067731
2,alternative_miner,0.9,0.067711
3,alternative_miner,0.9,0.07331
1,apriori_pruning,0.9,0.047824
2,apriori_pruning,0.9,0.059513
3,apriori_pruning,0.9,0.061864
1,apriori_no_pruning,0.9,0.070347
2,apriori_no_pruning,0.9,0.066773
3,apriori_no_pruning,0.9,0.078214
1,alternative_miner,0.8,0.09242
2,alternative_miner,0.8,0.07352
3,alternative_miner,0.8,0.084603
1,apriori_pruning,0.8,0.096989
2,apriori_pruning,0.8,0.073962
3,apriori_pruning,0.8,0.098866
1,apriori_no_pruning,0.8,0.08824
2,apriori_no_pruning,0.8,0.095238
3,apriori_no_pruning,0.8,0.081936
1,alternative_miner,0.7,0.076614
2,alternative_miner,0.7,0.075327
3,alternative_miner,0.7,0.079247
1,apriori_pruning,0.7,0.080743
2,apriori_pruning,0.7,0.094603
3,apriori_pruning,0.7,0.089426
1,apriori_no_pruning,0.7,0.094562
2,apriori_no_pruning,0.7,0.100623
3,apriori_no_pruning,0.7,0.090011
1,alternative_miner,0.6,0.080943
2,alternative_miner,0.6,0.088414
3,alternative_miner,0.6,0.08955
1,apriori_pruning,0.6,0.135817
2,apriori_pruning,0.6,0.129402
3,apriori_pruning,0.6,0.127776
1,apriori_no_pruning,0.6,0.138611
2,apriori_no_pruning,0.6,0.14835
3,apriori_no_pruning,0.6,0.220282
1,alternative_miner,0.5,0.127944
2,alternative_miner,0.5,0.112429
3,alternative_miner,0.5,0.117527
1,apriori_pruning,0.5,0.278444
2,apriori_pruning,0.5,0.282628
3,apriori_pruning,0.5,0.273611
1,apriori_no_pruning,0.5,0.475102
2,apriori_no_pruning,0.5,0.45528
3,apriori_no_pruning,0.5,0.435134
1,alternative_miner,0.4,0.199178
2,alternative_miner,0.4,0.188036
3,alternative_miner,0.4,0.213357
1,apriori_pruning,0.4,0.737972
2,apriori_pruning,0.4,0.768806
3,apriori_pruning,0.4,0.733242
1,apriori_no_pruning,0.4,2.222676
2,apriori_no_pruning,0.4,2.146104
3,apriori_no_pruning,0.4,2.182037
1,alternative_miner,0.3,0.429534
2,alternative_miner,0.3,0.443058
3,alternative_miner,0.3,0.457923
1,apriori_pruning,0.3,3.466193
2,apriori_pruning,0.3,3.51357
3,apriori_pruning,0.3,3.598711
1,apriori_no_pruning,0.3,9.001941
2,apriori_no_pruning,0.3,8.860755
3,apriori_no_pruning,0.3,8.810401
1,alternative_miner,0.2,3.350407
2,alternative_miner,0.2,3.409564
3,alternative_miner,0.2,3.331489
1,apriori_pruning,0.2,121.261694
2,apriori_pruning,0.2,119.292312
3,apriori_pruning,0.2,115.999548
1,apriori_no_pruning,0.2,166.989027
2,apriori_no_pruning,0.2,155.745949
3,apriori_no_pruning,0.2,151.074801
1,alternative_miner,0.1,21.958422
2,alternative_miner,0.1,1014.288634
3,alternative_miner,0.1,546.72005
1,apriori_pruning,0.1,nan
2,apriori_pruning,0.1,nan
3,apriori_pruning,0.1,nan
1,apriori_no_pruning,0.1,nan
